Site,Parameter,SampleDate,Value
Platte Lake (Big Platte),Secchi Depth,2004-09-22,16
Platte Lake (Big Platte),Secchi Depth,2004-09-26,17
Platte Lake (Big Platte),Secchi Depth,2004-09-26,17
Platte Lake (Big Platte),Secchi Depth,2004-10-06,13
Platte Lake (Big Platte),Secchi Depth,2004-10-06,13
Platte Lake (Big Platte),Secchi Depth,2004-10-20,14
Platte Lake (Big Platte),Secchi Depth,2004-10-20,14
Platte Lake (Big Platte),Secchi Depth,2004-11-03,21.5
Platte Lake (Big Platte),Secchi Depth,2004-11-03,21.5
Platte Lake (Big Platte),Secchi Depth,2004-11-17,20
Platte Lake (Big Platte),Secchi Depth,2004-11-17,20
Platte Lake (Big Platte),Secchi Depth,2004-12-01,15
Platte Lake (Big Platte),Secchi Depth,2004-12-01,15
Platte Lake (Big Platte),Secchi Depth,2005-01-19,25
Platte Lake (Big Platte),Secchi Depth,2005-02-15,25
Platte Lake (Big Platte),Secchi Depth,2005-03-02,25
Platte Lake (Big Platte),Secchi Depth,2005-04-14,18
Platte Lake (Big Platte),Secchi Depth,2005-04-28,13
Platte Lake (Big Platte),Secchi Depth,2005-05-08,14.5
Platte Lake (Big Platte),Secchi Depth,2005-05-11,10
Platte Lake (Big Platte),Secchi Depth,2005-05-15,14
Platte Lake (Big Platte),Secchi Depth,2005-05-21,14
Platte Lake (Big Platte),Secchi Depth,2005-05-25,12.5
Platte Lake (Big Platte),Secchi Depth,2005-05-29,12
Platte Lake (Big Platte),Secchi Depth,2005-06-05,12
Platte Lake (Big Platte),Secchi Depth,2005-06-08,10
Platte Lake (Big Platte),Secchi Depth,2005-06-12,8
Platte Lake (Big Platte),Secchi Depth,2005-06-19,11
Platte Lake (Big Platte),Secchi Depth,2005-06-22,18
Platte Lake (Big Platte),Secchi Depth,2005-06-26,18
Platte Lake (Big Platte),Secchi Depth,2005-07-03,20
Platte Lake (Big Platte),Secchi Depth,2005-07-10,21
Platte Lake (Big Platte),Secchi Depth,2005-07-13,16
Platte Lake (Big Platte),Secchi Depth,2005-07-17,10
Platte Lake (Big Platte),Secchi Depth,2005-07-24,9
Platte Lake (Big Platte),Secchi Depth,2005-07-27,9
Platte Lake (Big Platte),Secchi Depth,2005-07-31,9.5
Platte Lake (Big Platte),Secchi Depth,2005-08-07,8
Platte Lake (Big Platte),Secchi Depth,2005-08-10,7
Platte Lake (Big Platte),Secchi Depth,2005-08-14,11
Platte Lake (Big Platte),Secchi Depth,2005-08-21,11
Platte Lake (Big Platte),Secchi Depth,2005-08-24,11
Platte Lake (Big Platte),Secchi Depth,2005-08-28,13
Platte Lake (Big Platte),Secchi Depth,2005-09-04,13
Platte Lake (Big Platte),Secchi Depth,2005-09-07,12
Platte Lake (Big Platte),Secchi Depth,2005-09-11,13
Platte Lake (Big Platte),Secchi Depth,2005-09-18,14.5
Platte Lake (Big Platte),Secchi Depth,2005-09-21,13
Platte Lake (Big Platte),Secchi Depth,2005-09-25,16
Platte Lake (Big Platte),Secchi Depth,2005-10-05,16
Platte Lake (Big Platte),Secchi Depth,2005-11-02,14
Platte Lake (Big Platte),Secchi Depth,2005-11-30,11
Platte Lake (Big Platte),Secchi Depth,2006-03-01,19
Platte Lake (Big Platte),Secchi Depth,2006-04-05,14
Platte Lake (Big Platte),Secchi Depth,2006-04-19,16
Platte Lake (Big Platte),Secchi Depth,2006-05-03,11
Platte Lake (Big Platte),Secchi Depth,2006-05-13,11
Platte Lake (Big Platte),Secchi Depth,2006-05-16,13
Platte Lake (Big Platte),Secchi Depth,2006-05-20,11.5
Platte Lake (Big Platte),Secchi Depth,2006-05-27,12
Platte Lake (Big Platte),Secchi Depth,2006-06-01,10
Platte Lake (Big Platte),Secchi Depth,2006-06-03,11
Platte Lake (Big Platte),Secchi Depth,2006-06-10,13
Platte Lake (Big Platte),Secchi Depth,2006-06-14,13
Platte Lake (Big Platte),Secchi Depth,2006-06-17,13
Platte Lake (Big Platte),Secchi Depth,2006-06-24,12.5
Platte Lake (Big Platte),Secchi Depth,2006-06-28,13
Platte Lake (Big Platte),Secchi Depth,2006-07-01,14
Platte Lake (Big Platte),Secchi Depth,2006-07-08,8
Platte Lake (Big Platte),Secchi Depth,2006-07-12,9
Platte Lake (Big Platte),Secchi Depth,2006-07-13,10
Platte Lake (Big Platte),Secchi Depth,2006-07-15,10
Platte Lake (Big Platte),Secchi Depth,2006-07-22,13
Platte Lake (Big Platte),Secchi Depth,2006-07-27,7
Platte Lake (Big Platte),Secchi Depth,2006-07-29,11
Platte Lake (Big Platte),Secchi Depth,2006-08-05,11
Platte Lake (Big Platte),Secchi Depth,2006-08-09,9
Platte Lake (Big Platte),Secchi Depth,2006-08-12,9
Platte Lake (Big Platte),Secchi Depth,2006-08-19,10
Platte Lake (Big Platte),Secchi Depth,2006-08-23,10
Platte Lake (Big Platte),Secchi Depth,2006-08-26,10
Platte Lake (Big Platte),Secchi Depth,2006-09-02,10
Platte Lake (Big Platte),Secchi Depth,2006-09-06,11
Platte Lake (Big Platte),Secchi Depth,2006-09-09,11
Platte Lake (Big Platte),Secchi Depth,2006-09-16,12.5
Platte Lake (Big Platte),Secchi Depth,2006-09-20,12
Platte Lake (Big Platte),Secchi Depth,2006-09-23,16
Platte Lake (Big Platte),Secchi Depth,2006-09-28,18
Platte Lake (Big Platte),Secchi Depth,2006-10-09,13
Platte Lake (Big Platte),Secchi Depth,2006-10-24,17
Platte Lake (Big Platte),Secchi Depth,2006-11-08,17
Platte Lake (Big Platte),Secchi Depth,2006-11-27,21
Platte Lake (Big Platte),Secchi Depth,2006-12-13,14
Platte Lake (Big Platte),Secchi Depth,2007-01-05,16
Platte Lake (Big Platte),Secchi Depth,2007-03-29,18
Platte Lake (Big Platte),Secchi Depth,2007-04-17,12
Platte Lake (Big Platte),Secchi Depth,2007-05-02,21
Platte Lake (Big Platte),Secchi Depth,2007-05-06,16
Platte Lake (Big Platte),Secchi Depth,2007-05-13,22
Platte Lake (Big Platte),Secchi Depth,2007-05-16,20
Platte Lake (Big Platte),Secchi Depth,2007-05-20,19
Platte Lake (Big Platte),Secchi Depth,2007-05-27,20
Platte Lake (Big Platte),Secchi Depth,2007-06-01,16
Platte Lake (Big Platte),Secchi Depth,2007-06-03,18
Platte Lake (Big Platte),Secchi Depth,2007-06-10,19
Platte Lake (Big Platte),Secchi Depth,2007-06-13,23
Platte Lake (Big Platte),Secchi Depth,2007-06-17,25
Platte Lake (Big Platte),Secchi Depth,2007-06-24,14
Platte Lake (Big Platte),Secchi Depth,2007-06-27,16
Platte Lake (Big Platte),Secchi Depth,2007-07-01,19
Platte Lake (Big Platte),Secchi Depth,2007-07-08,14.5
Platte Lake (Big Platte),Secchi Depth,2007-07-11,13
Platte Lake (Big Platte),Secchi Depth,2007-07-15,12
Platte Lake (Big Platte),Secchi Depth,2007-07-22,13
Platte Lake (Big Platte),Secchi Depth,2007-07-25,11
Platte Lake (Big Platte),Secchi Depth,2007-07-29,10
Platte Lake (Big Platte),Secchi Depth,2007-08-05,10
Platte Lake (Big Platte),Secchi Depth,2007-08-08,10
Platte Lake (Big Platte),Secchi Depth,2007-08-12,11.5
Platte Lake (Big Platte),Secchi Depth,2007-08-19,10
Platte Lake (Big Platte),Secchi Depth,2007-08-22,11
Platte Lake (Big Platte),Secchi Depth,2007-08-26,12
Platte Lake (Big Platte),Secchi Depth,2007-09-02,11
Platte Lake (Big Platte),Secchi Depth,2007-09-05,11.5
Platte Lake (Big Platte),Secchi Depth,2007-09-09,11
Platte Lake (Big Platte),Secchi Depth,2007-09-16,14
Platte Lake (Big Platte),Secchi Depth,2007-09-23,16
Platte Lake (Big Platte),Secchi Depth,2007-09-26,16
Platte Lake (Big Platte),Secchi Depth,2007-10-10,19
Platte Lake (Big Platte),Secchi Depth,2007-10-24,12
Platte Lake (Big Platte),Secchi Depth,2007-11-07,7
Platte Lake (Big Platte),Secchi Depth,2008-02-01,19
Platte Lake (Big Platte),Secchi Depth,2008-02-14,23
Platte Lake (Big Platte),Secchi Depth,2008-03-05,23
Platte Lake (Big Platte),Secchi Depth,2008-03-20,25
Platte Lake (Big Platte),Secchi Depth,2008-04-16,14
Platte Lake (Big Platte),Secchi Depth,2008-04-30,17
Platte Lake (Big Platte),Secchi Depth,2008-05-10,18
Platte Lake (Big Platte),Secchi Depth,2008-05-15,19
Platte Lake (Big Platte),Secchi Depth,2008-05-17,19
Platte Lake (Big Platte),Secchi Depth,2008-05-23,17
Platte Lake (Big Platte),Secchi Depth,2008-05-24,18
Platte Lake (Big Platte),Secchi Depth,2008-05-31,20
Platte Lake (Big Platte),Secchi Depth,2008-06-04,18
Platte Lake (Big Platte),Secchi Depth,2008-06-07,18
Platte Lake (Big Platte),Secchi Depth,2008-06-14,16
Platte Lake (Big Platte),Secchi Depth,2008-06-20,25
Platte Lake (Big Platte),Secchi Depth,2008-06-21,22
Platte Lake (Big Platte),Secchi Depth,2008-06-28,25
Platte Lake (Big Platte),Secchi Depth,2008-07-01,24
Platte Lake (Big Platte),Secchi Depth,2008-07-05,29
Platte Lake (Big Platte),Secchi Depth,2008-07-14,21
Platte Lake (Big Platte),Secchi Depth,2008-07-17,12
Platte Lake (Big Platte),Secchi Depth,2008-07-19,14
Platte Lake (Big Platte),Secchi Depth,2008-07-26,9
Platte Lake (Big Platte),Secchi Depth,2008-07-30,6
Platte Lake (Big Platte),Secchi Depth,2008-08-02,7
Platte Lake (Big Platte),Secchi Depth,2008-08-09,8
Platte Lake (Big Platte),Secchi Depth,2008-08-14,15
Platte Lake (Big Platte),Secchi Depth,2008-08-16,11
Platte Lake (Big Platte),Secchi Depth,2008-08-23,10.5
Platte Lake (Big Platte),Secchi Depth,2008-08-27,12
Platte Lake (Big Platte),Secchi Depth,2008-08-30,13
Platte Lake (Big Platte),Secchi Depth,2008-09-06,12
Platte Lake (Big Platte),Secchi Depth,2008-09-10,15
Platte Lake (Big Platte),Secchi Depth,2008-09-14,15
Platte Lake (Big Platte),Secchi Depth,2008-09-20,13
Platte Lake (Big Platte),Secchi Depth,2008-09-23,16
Platte Lake (Big Platte),Secchi Depth,2008-09-27,15
Platte Lake (Big Platte),Secchi Depth,2008-10-09,16
Platte Lake (Big Platte),Secchi Depth,2008-10-15,18
Platte Lake (Big Platte),Secchi Depth,2008-10-30,13
Platte Lake (Big Platte),Secchi Depth,2008-11-12,14
Platte Lake (Big Platte),Secchi Depth,2009-01-27,26
Platte Lake (Big Platte),Secchi Depth,2009-04-09,16
Platte Lake (Big Platte),Secchi Depth,2009-04-16,23
Platte Lake (Big Platte),Secchi Depth,2009-04-30,25
Platte Lake (Big Platte),Secchi Depth,2009-05-04,26
Platte Lake (Big Platte),Secchi Depth,2009-05-11,23
Platte Lake (Big Platte),Secchi Depth,2009-05-14,13
Platte Lake (Big Platte),Secchi Depth,2009-05-22,21
Platte Lake (Big Platte),Secchi Depth,2009-05-28,19
Platte Lake (Big Platte),Secchi Depth,2009-05-29,19
Platte Lake (Big Platte),Secchi Depth,2009-06-03,20
Platte Lake (Big Platte),Secchi Depth,2009-06-11,18
Platte Lake (Big Platte),Secchi Depth,2009-06-12,22
Platte Lake (Big Platte),Secchi Depth,2009-06-16,21
Platte Lake (Big Platte),Secchi Depth,2009-06-23,20
Platte Lake (Big Platte),Secchi Depth,2009-06-24,19
Platte Lake (Big Platte),Secchi Depth,2009-07-03,16
Platte Lake (Big Platte),Secchi Depth,2009-07-08,15
Platte Lake (Big Platte),Secchi Depth,2009-07-09,13
Platte Lake (Big Platte),Secchi Depth,2009-07-16,11
Platte Lake (Big Platte),Secchi Depth,2009-07-23,13
Platte Lake (Big Platte),Secchi Depth,2009-07-29,10
Platte Lake (Big Platte),Secchi Depth,2009-07-30,11
Platte Lake (Big Platte),Secchi Depth,2009-08-05,16
Platte Lake (Big Platte),Secchi Depth,2009-08-12,12
Platte Lake (Big Platte),Secchi Depth,2009-08-19,12
Platte Lake (Big Platte),Secchi Depth,2009-08-26,13
Platte Lake (Big Platte),Secchi Depth,2009-09-02,13
Platte Lake (Big Platte),Secchi Depth,2009-09-10,13
Platte Lake (Big Platte),Secchi Depth,2009-09-16,13
Platte Lake (Big Platte),Secchi Depth,2009-09-22,16
Platte Lake (Big Platte),Secchi Depth,2009-10-07,15
Platte Lake (Big Platte),Secchi Depth,2009-10-21,20
Platte Lake (Big Platte),Secchi Depth,2009-11-04,16
Platte Lake (Big Platte),Secchi Depth,2009-11-17,15
Platte Lake (Big Platte),Secchi Depth,2009-12-02,15
Platte Lake (Big Platte),Secchi Depth,2010-01-14,24
Platte Lake (Big Platte),Secchi Depth,2010-02-04,25
Platte Lake (Big Platte),Secchi Depth,2010-02-17,25
Platte Lake (Big Platte),Secchi Depth,2010-03-31,19
Platte Lake (Big Platte),Secchi Depth,2010-04-14,19
Platte Lake (Big Platte),Secchi Depth,2010-05-15,20
Platte Lake (Big Platte),Secchi Depth,2010-05-19,22
Platte Lake (Big Platte),Secchi Depth,2010-05-21,19
Platte Lake (Big Platte),Secchi Depth,2010-05-28,22
Platte Lake (Big Platte),Secchi Depth,2010-06-02,21
Platte Lake (Big Platte),Secchi Depth,2010-06-05,22
Platte Lake (Big Platte),Secchi Depth,2010-06-11,22
Platte Lake (Big Platte),Secchi Depth,2010-06-19,25
Platte Lake (Big Platte),Secchi Depth,2010-06-24,25
Platte Lake (Big Platte),Secchi Depth,2010-06-26,23
Platte Lake (Big Platte),Secchi Depth,2010-07-01,20
Platte Lake (Big Platte),Secchi Depth,2010-07-06,12
Platte Lake (Big Platte),Secchi Depth,2010-07-09,12
Platte Lake (Big Platte),Secchi Depth,2010-07-16,9
Platte Lake (Big Platte),Secchi Depth,2010-07-21,8
Platte Lake (Big Platte),Secchi Depth,2010-07-23,8
Platte Lake (Big Platte),Secchi Depth,2010-07-30,9
Platte Lake (Big Platte),Secchi Depth,2010-08-04,8
Platte Lake (Big Platte),Secchi Depth,2010-08-06,11
Platte Lake (Big Platte),Secchi Depth,2010-08-12,12
Platte Lake (Big Platte),Secchi Depth,2010-08-19,9
Platte Lake (Big Platte),Secchi Depth,2010-08-21,10
Platte Lake (Big Platte),Secchi Depth,2010-08-28,10
Platte Lake (Big Platte),Secchi Depth,2010-09-01,11
Platte Lake (Big Platte),Secchi Depth,2010-09-05,10
Platte Lake (Big Platte),Secchi Depth,2010-09-11,13
Platte Lake (Big Platte),Secchi Depth,2010-09-15,14
Platte Lake (Big Platte),Secchi Depth,2010-09-18,16
Platte Lake (Big Platte),Secchi Depth,2010-09-25,13
Platte Lake (Big Platte),Secchi Depth,2010-09-29,14
Platte Lake (Big Platte),Secchi Depth,2010-10-02,17
Platte Lake (Big Platte),Secchi Depth,2010-10-12,16
Platte Lake (Big Platte),Secchi Depth,2010-11-09,16
Platte Lake (Big Platte),Secchi Depth,2010-12-01,13
Platte Lake (Big Platte),Secchi Depth,2011-03-08,28
Platte Lake (Big Platte),Secchi Depth,2011-04-21,13
Platte Lake (Big Platte),Secchi Depth,2011-05-04,22
Platte Lake (Big Platte),Secchi Depth,2011-05-17,17.5
Platte Lake (Big Platte),Secchi Depth,2011-05-30,15
Platte Lake (Big Platte),Secchi Depth,2011-06-02,13.5
Platte Lake (Big Platte),Secchi Depth,2011-06-05,18
Platte Lake (Big Platte),Secchi Depth,2011-06-14,20
Platte Lake (Big Platte),Secchi Depth,2011-06-21,17
Platte Lake (Big Platte),Secchi Depth,2011-06-29,11
Platte Lake (Big Platte),Secchi Depth,2011-07-04,11
Platte Lake (Big Platte),Secchi Depth,2011-07-13,11.5
Platte Lake (Big Platte),Secchi Depth,2011-07-19,12.5
Platte Lake (Big Platte),Secchi Depth,2011-07-26,12
Platte Lake (Big Platte),Secchi Depth,2011-07-29,11.5
Platte Lake (Big Platte),Secchi Depth,2011-08-01,15
Platte Lake (Big Platte),Secchi Depth,2011-08-08,11
Platte Lake (Big Platte),Secchi Depth,2011-08-10,9
Platte Lake (Big Platte),Secchi Depth,2011-08-15,12
Platte Lake (Big Platte),Secchi Depth,2011-08-24,8
Platte Lake (Big Platte),Secchi Depth,2011-09-07,12
Platte Lake (Big Platte),Secchi Depth,2011-09-21,12
Platte Lake (Big Platte),Secchi Depth,2011-10-05,17
Platte Lake (Big Platte),Secchi Depth,2011-10-26,14
Platte Lake (Big Platte),Secchi Depth,2011-11-08,14
Platte Lake (Big Platte),Secchi Depth,2011-11-22,12
Platte Lake (Big Platte),Secchi Depth,2012-04-04,13
Platte Lake (Big Platte),Secchi Depth,2012-04-17,11
Platte Lake (Big Platte),Secchi Depth,2012-05-01,16
Platte Lake (Big Platte),Secchi Depth,2012-05-15,13
Platte Lake (Big Platte),Secchi Depth,2012-05-16,15
Platte Lake (Big Platte),Secchi Depth,2012-05-22,14
Platte Lake (Big Platte),Secchi Depth,2012-05-29,17
Platte Lake (Big Platte),Secchi Depth,2012-05-31,17.5
Platte Lake (Big Platte),Secchi Depth,2012-06-05,18
Platte Lake (Big Platte),Secchi Depth,2012-06-10,20.5
Platte Lake (Big Platte),Secchi Depth,2012-06-13,20
Platte Lake (Big Platte),Secchi Depth,2012-06-19,15
Platte Lake (Big Platte),Secchi Depth,2012-06-26,18
Platte Lake (Big Platte),Secchi Depth,2012-07-04,16
Platte Lake (Big Platte),Secchi Depth,2012-07-09,11.5
Platte Lake (Big Platte),Secchi Depth,2012-07-11,13
Platte Lake (Big Platte),Secchi Depth,2012-07-18,9.5
Platte Lake (Big Platte),Secchi Depth,2012-07-25,9.5
Platte Lake (Big Platte),Secchi Depth,2012-08-01,11.5
Platte Lake (Big Platte),Secchi Depth,2012-08-06,12
Platte Lake (Big Platte),Secchi Depth,2012-08-08,12
Platte Lake (Big Platte),Secchi Depth,2012-08-13,12
Platte Lake (Big Platte),Secchi Depth,2012-08-21,16.5
Platte Lake (Big Platte),Secchi Depth,2012-08-22,15
Platte Lake (Big Platte),Secchi Depth,2012-08-29,13.5
Platte Lake (Big Platte),Secchi Depth,2012-09-05,14
Platte Lake (Big Platte),Secchi Depth,2012-09-07,15.5
Platte Lake (Big Platte),Secchi Depth,2012-09-12,14
Platte Lake (Big Platte),Secchi Depth,2012-09-19,17
Platte Lake (Big Platte),Secchi Depth,2012-09-25,12.5
Platte Lake (Big Platte),Secchi Depth,2012-10-10,14
Platte Lake (Big Platte),Secchi Depth,2012-10-24,18
Platte Lake (Big Platte),Secchi Depth,2012-11-07,16
Platte Lake (Big Platte),Secchi Depth,2012-11-28,10
Platte Lake (Big Platte),Secchi Depth,2013-05-08,13
Platte Lake (Big Platte),Secchi Depth,2013-05-16,12.5
Platte Lake (Big Platte),Secchi Depth,2013-05-22,12
Platte Lake (Big Platte),Secchi Depth,2013-05-24,14
Platte Lake (Big Platte),Secchi Depth,2013-05-29,14.5
Platte Lake (Big Platte),Secchi Depth,2013-06-04,16.5
Platte Lake (Big Platte),Secchi Depth,2013-06-05,18
Platte Lake (Big Platte),Secchi Depth,2013-06-12,20
Platte Lake (Big Platte),Secchi Depth,2013-06-18,27
Platte Lake (Big Platte),Secchi Depth,2013-06-20,20
Platte Lake (Big Platte),Secchi Depth,2013-06-26,18.5
Platte Lake (Big Platte),Secchi Depth,2013-07-02,13
Platte Lake (Big Platte),Secchi Depth,2013-07-03,17
Platte Lake (Big Platte),Secchi Depth,2013-07-11,14
Platte Lake (Big Platte),Secchi Depth,2013-07-16,14.5
Platte Lake (Big Platte),Secchi Depth,2013-07-17,14
Platte Lake (Big Platte),Secchi Depth,2013-07-24,15
Platte Lake (Big Platte),Secchi Depth,2013-07-30,13.5
Platte Lake (Big Platte),Secchi Depth,2013-08-02,11
Platte Lake (Big Platte),Secchi Depth,2013-08-08,16.5
Platte Lake (Big Platte),Secchi Depth,2013-08-15,12.5
Platte Lake (Big Platte),Secchi Depth,2013-08-16,13
Platte Lake (Big Platte),Secchi Depth,2013-08-22,10
Platte Lake (Big Platte),Secchi Depth,2013-08-29,12
Platte Lake (Big Platte),Secchi Depth,2013-09-05,17
Platte Lake (Big Platte),Secchi Depth,2013-09-11,16
Platte Lake (Big Platte),Secchi Depth,2013-09-17,16.5
Platte Lake (Big Platte),Secchi Depth,2013-09-27,18
Platte Lake (Big Platte),Secchi Depth,2013-10-02,17.5
Platte Lake (Big Platte),Secchi Depth,2013-10-09,17
Platte Lake (Big Platte),Secchi Depth,2013-10-23,15
Platte Lake (Big Platte),Secchi Depth,2013-11-19,12
Platte Lake (Big Platte),Secchi Depth,2014-02-19,16
Platte Lake (Big Platte),Secchi Depth,2014-03-04,9
Platte Lake (Big Platte),Secchi Depth,2014-04-24,16
Platte Lake (Big Platte),Secchi Depth,2014-05-14,16
Platte Lake (Big Platte),Secchi Depth,2014-05-21,19
Platte Lake (Big Platte),Secchi Depth,2014-05-29,20.5
Platte Lake (Big Platte),Secchi Depth,2014-05-30,19
Platte Lake (Big Platte),Secchi Depth,2014-06-06,20
Platte Lake (Big Platte),Secchi Depth,2014-06-10,21
Platte Lake (Big Platte),Secchi Depth,2014-06-18,21
Platte Lake (Big Platte),Secchi Depth,2014-06-21,20.5
Platte Lake (Big Platte),Secchi Depth,2014-06-26,23
Platte Lake (Big Platte),Secchi Depth,2014-07-02,15
Platte Lake (Big Platte),Secchi Depth,2014-07-03,20
Platte Lake (Big Platte),Secchi Depth,2014-07-07,18
Platte Lake (Big Platte),Secchi Depth,2014-07-17,19
Platte Lake (Big Platte),Secchi Depth,2014-07-18,14
Platte Lake (Big Platte),Secchi Depth,2014-07-24,11
Platte Lake (Big Platte),Secchi Depth,2014-07-30,10.5
Platte Lake (Big Platte),Secchi Depth,2014-08-05,9
Platte Lake (Big Platte),Secchi Depth,2014-08-06,11.5
Platte Lake (Big Platte),Secchi Depth,2014-08-14,15
Platte Lake (Big Platte),Secchi Depth,2014-08-20,12.5
Platte Lake (Big Platte),Secchi Depth,2014-09-02,12
Platte Lake (Big Platte),Secchi Depth,2014-09-03,11
Platte Lake (Big Platte),Secchi Depth,2014-09-30,12
Platte Lake (Big Platte),Secchi Depth,2014-10-23,13
Platte Lake (Big Platte),Secchi Depth,2014-11-03,11
Platte Lake (Big Platte),Secchi Depth,2015-01-15,20
Platte Lake (Big Platte),Secchi Depth,2015-04-13,18
Platte Lake (Big Platte),Secchi Depth,2015-04-29,17
Platte Lake (Big Platte),Secchi Depth,2015-05-12,14
Platte Lake (Big Platte),Secchi Depth,2015-05-14,18
Platte Lake (Big Platte),Secchi Depth,2015-05-20,19
Platte Lake (Big Platte),Secchi Depth,2015-05-26,16
Platte Lake (Big Platte),Secchi Depth,2015-06-04,16.5
Platte Lake (Big Platte),Secchi Depth,2015-06-09,21
Platte Lake (Big Platte),Secchi Depth,2015-06-17,23.5
Platte Lake (Big Platte),Secchi Depth,2015-06-23,17
Platte Lake (Big Platte),Secchi Depth,2015-06-24,16.5
Platte Lake (Big Platte),Secchi Depth,2015-07-01,13
Platte Lake (Big Platte),Secchi Depth,2015-07-06,11
Platte Lake (Big Platte),Secchi Depth,2015-07-07,9.5
Platte Lake (Big Platte),Secchi Depth,2015-07-15,9
Platte Lake (Big Platte),Secchi Depth,2015-07-21,10.5
Platte Lake (Big Platte),Secchi Depth,2015-07-28,9.5
Platte Lake (Big Platte),Secchi Depth,2015-08-05,9
Platte Lake (Big Platte),Secchi Depth,2015-08-12,9.5
Platte Lake (Big Platte),Secchi Depth,2015-08-20,10
Platte Lake (Big Platte),Secchi Depth,2015-08-21,13
Platte Lake (Big Platte),Secchi Depth,2015-08-27,13.5
Platte Lake (Big Platte),Secchi Depth,2015-09-05,12.5
Platte Lake (Big Platte),Secchi Depth,2015-09-10,11
Platte Lake (Big Platte),Secchi Depth,2015-09-15,12.5
Platte Lake (Big Platte),Secchi Depth,2015-09-16,12.4
Platte Lake (Big Platte),Secchi Depth,2015-09-23,12.5
Platte Lake (Big Platte),Secchi Depth,2015-10-06,13.8
Platte Lake (Big Platte),Secchi Depth,2015-10-26,13.1
Platte Lake (Big Platte),Secchi Depth,2015-11-17,11.4
Platte Lake (Big Platte),Secchi Depth,2015-12-03,17.5
Platte Lake (Big Platte),Secchi Depth,2016-03-14,14.7
Platte Lake (Big Platte),Secchi Depth,2016-03-30,11.1
Platte Lake (Big Platte),Secchi Depth,2016-04-15,14
Platte Lake (Big Platte),Secchi Depth,2016-04-26,14
Platte Lake (Big Platte),Secchi Depth,2016-05-09,13
Platte Lake (Big Platte),Secchi Depth,2016-05-27,18
Platte Lake (Big Platte),Secchi Depth,2016-06-15,16
Platte Lake (Big Platte),Secchi Depth,2016-06-28,12.5
Platte Lake (Big Platte),Secchi Depth,2016-07-13,13
Platte Lake (Big Platte),Secchi Depth,2016-07-26,12
Platte Lake (Big Platte),Secchi Depth,2016-08-09,10.5
Platte Lake (Big Platte),Secchi Depth,2016-08-23,12.5
Platte Lake (Big Platte),Secchi Depth,2016-09-16,13
Platte Lake (Big Platte),Secchi Depth,2016-09-27,12.5
Platte Lake (Big Platte),Secchi Depth,2016-10-14,16
Platte Lake (Big Platte),Secchi Depth,2016-10-26,14
Platte Lake (Big Platte),Secchi Depth,2016-11-16,14
Platte Lake (Big Platte),Secchi Depth,2017-01-18,15
Platte Lake (Big Platte),Secchi Depth,2017-01-31,16.5
Platte Lake (Big Platte),Secchi Depth,2017-02-17,27
Platte Lake (Big Platte),Secchi Depth,2017-03-29,20.5
Platte Lake (Big Platte),Secchi Depth,2017-04-18,17.5
Platte Lake (Big Platte),Secchi Depth,2017-05-03,16.5
Platte Lake (Big Platte),Secchi Depth,2017-05-22,13
Platte Lake (Big Platte),Secchi Depth,2017-06-06,13.5
Platte Lake (Big Platte),Secchi Depth,2017-06-19,17
Platte Lake (Big Platte),Secchi Depth,2017-07-05,16
Platte Lake (Big Platte),Secchi Depth,2017-07-20,16
Platte Lake (Big Platte),Secchi Depth,2017-08-01,14
Platte Lake (Big Platte),Secchi Depth,2017-08-18,16
Platte Lake (Big Platte),Secchi Depth,2017-09-06,15
Platte Lake (Big Platte),Secchi Depth,2017-09-21,17
Platte Lake (Big Platte),Secchi Depth,2017-10-11,17
Platte Lake (Big Platte),Secchi Depth,2017-10-30,14
Platte Lake (Big Platte),Secchi Depth,2018-01-24,27.5
Platte Lake (Big Platte),Secchi Depth,2018-02-07,23
Platte Lake (Big Platte),Secchi Depth,2018-02-23,30
Platte Lake (Big Platte),Secchi Depth,2018-04-24,22
Platte Lake (Big Platte),Secchi Depth,2018-05-08,18
Platte Lake (Big Platte),Secchi Depth,2018-05-24,17.5
Platte Lake (Big Platte),Secchi Depth,2018-06-06,21.5
Platte Lake (Big Platte),Secchi Depth,2018-06-20,20
Platte Lake (Big Platte),Secchi Depth,2018-07-06,11
Platte Lake (Big Platte),Secchi Depth,2018-07-30,11
Platte Lake (Big Platte),Secchi Depth,2018-08-15,14
Platte Lake (Big Platte),Secchi Depth,2018-08-29,16
Platte Lake (Big Platte),Secchi Depth,2018-09-14,17
Platte Lake (Big Platte),Secchi Depth,2018-09-28,14
Platte Lake (Big Platte),Secchi Depth,2018-10-16,13.5
Platte Lake (Big Platte),Secchi Depth,2018-10-31,17.5
Platte Lake (Big Platte),Secchi Depth,2018-11-14,16.5
Platte Lake (Big Platte),Secchi Depth,2018-11-30,22
Platte Lake (Big Platte),Secchi Depth,2019-02-04,24.5
Platte Lake (Big Platte),Secchi Depth,2019-02-27,29.5
Platte Lake (Big Platte),Secchi Depth,2019-03-13,27.5
Platte Lake (Big Platte),Secchi Depth,2019-03-26,27.5
Platte Lake (Big Platte),Secchi Depth,2019-04-12,21
Platte Lake (Big Platte),Secchi Depth,2019-04-30,17.5
Platte Lake (Big Platte),Secchi Depth,2019-05-14,20
Platte Lake (Big Platte),Secchi Depth,2019-05-31,21.5
